id con_taxonomy res_taxonomy con_mass_mean res_mass_mean interaction_dim
"2439" "Echiniphimedia hodgsoni" "Latrunculia apicalis" 1.9 1 "2D"
"2440" "Echiniphimedia hodgsoni" "Latrunculia brevis" 1.9 1 "2D"
"2441" "Echiniphimedia hodgsoni" "Tetilla leptoderma" 1.9 30 "2D"
"2442" "Echiniphimedia hodgsoni" "Haliclona dancoi" 1.9 5.6 "2D"
"2443" "Echiniphimedia hodgsoni" "Mycale acerata" 1.9 12 "2D"
"2444" "Echiniphimedia hodgsoni" "Rossella antarctica" 1.9 12 "2D"
"2445" "Echiniphimedia hodgsoni" "Rossella tarenja" 1.9 12 "2D"
"2446" "Echiniphimedia hodgsoni" "Haliclona tenella" 1.9 5.6 "2D"
"2447" "Echiniphimedia hodgsoni" "Clathria pauper" 1.9 2.3 "2D"
"2448" "Echiniphimedia hodgsoni" "Calyx arcuarius" 1.9 2.3 "2D"
"2449" "Echiniphimedia hodgsoni" "Isodyctia toxophila" 1.9 5.6 "2D"
"2450" "Echiniphimedia hodgsoni" "Isodyctia cavicornuta" 1.9 5.6 "2D"
"2451" "Echiniphimedia hodgsoni" "Isodyctia steifera" 1.9 5.6 "2D"
"2452" "Echiniphimedia hodgsoni" "Axociella nidificata" 1.9 6.5 "2D"
"2453" "Echiniphimedia hodgsoni" "Rossella nuda" 1.9 300 "2D"
"2454" "Echiniphimedia hodgsoni" "Tentorium papillatum" 1.9 5.6 "2D"
"2455" "Echiniphimedia hodgsoni" "Tentorium semisuberites" 1.9 5.6 "2D"
"2456" "Echiniphimedia hodgsoni" "Tedania oxeata" 1.9 5.6 "2D"
"2457" "Echiniphimedia hodgsoni" "Tedania tantulata" 1.9 5.6 "2D"
"2458" "Echiniphimedia hodgsoni" "Tedania vanhoeffeni" 1.9 5.6 "2D"
"2459" "Echiniphimedia hodgsoni" "Phorbas areolatus" 1.9 1.2 "2D"
"2460" "Echiniphimedia hodgsoni" "Phorbas glaberrima" 1.9 1.2 "2D"
"2461" "Echiniphimedia hodgsoni" "Polymastia invaginata" 1.9 0.92 "2D"
"2462" "Echiniphimedia hodgsoni" "Polymastia isidis" 1.9 0.92 "2D"
"2463" "Echiniphimedia hodgsoni" "Anoxycalyx joubini" 1.9 720 "2D"
"2464" "Echiniphimedia hodgsoni" "Phytodetritus" 1.9 -999 "2D"
"2465" "Iphimediella  cyclogena" "Pelagobia longicirrata" 0.81 0.0019 "2D"
"2466" "Iphimediella  cyclogena" "Rhynchonereella bongraini" 0.81 0.0019 "2D"
"2467" "Iphimediella  cyclogena" "Laetmonice producta" 0.81 110 "2D"
"2468" "Iphimediella  cyclogena" "Harmothoe spinosa" 0.81 6.1 "2D"
"2469" "Iphimediella  cyclogena" "Harmothoe crosetensis" 0.81 5.8 "2D"
"2470" "Iphimediella  cyclogena" "Harmotoe hartmanae" 0.81 5.8 "2D"
"2471" "Iphimediella  cyclogena" "Barrukia cristata" 0.81 3.9 "2D"
"2472" "Iphimediella  cyclogena" "Eulagisca gigantea" 0.81 200 "2D"
"2473" "Iphimediella  cyclogena" "Eunoe spica" 0.81 4.2 "2D"
"2474" "Iphimediella  cyclogena" "Eunoe hartmanae" 0.81 57 "2D"
"2475" "Iphimediella  cyclogena" "Eunoe spica spicoides" 0.81 7.1 "2D"
"2476" "Iphimediella  cyclogena" "Vanadis antarctica" 0.81 0.0039 "2D"
"2477" "Iphimediella  cyclogena" "Pista spinifera" 0.81 0.24 "2D"
"2478" "Iphimediella  cyclogena" "Phyllocomus crocea" 0.81 0.47 "2D"
"2479" "Iphimediella  cyclogena" "Terebella ehlersi" 0.81 0.24 "2D"
"2480" "Iphimediella  cyclogena" "Eucranta mollis" 0.81 4.7 "2D"
"2481" "Iphimediella  cyclogena" "Mesothuria lactea" 0.81 0.066 "2D"
"2482" "Iphimediella  cyclogena" "Achlyonice violaecuspidata" 0.81 0.15 "2D"
"2483" "Iphimediella  cyclogena" "Bathyplotes gourdoni" 0.81 4.8 "2D"
"2484" "Iphimediella  cyclogena" "Bathyplotes bongraini" 0.81 4.8 "2D"
"2485" "Iphimediella  cyclogena" "Scotoplanes globosa" 0.81 0.024 "2D"
"2486" "Iphimediella  cyclogena" "Molpadia musculus" 0.81 2.3 "2D"
"2487" "Iphimediella  cyclogena" "Ypsilocucumis turricata" 0.81 0.69 "2D"
"2488" "Iphimediella  cyclogena" "Psolidium incertum" 0.81 0.043 "2D"
"2489" "Iphimediella  cyclogena" "Trachythyone parva" 0.81 0.043 "2D"
"2490" "Iphimediella  cyclogena" "Laetmogone wyvillethompsoni" 0.81 0.01 "2D"
"2491" "Iphimediella  cyclogena" "Pseudostichopus mollis" 0.81 0.043 "2D"
"2492" "Iphimediella  cyclogena" "Pseudostichopus villosus" 0.81 0.043 "2D"
"2493" "Iphimediella  cyclogena" "Elpidia glacialis" 0.81 0.01 "2D"
"2494" "Iphimediella  cyclogena" "Chiridota weddellensis" 0.81 2.3 "2D"
"2495" "Iphimediella  cyclogena" "Ekmocucumis steineni" 0.81 2.3 "2D"
"2496" "Iphimediella  cyclogena" "Ekmocucumis turqueti" 0.81 2.3 "2D"
"2497" "Iphimediella  cyclogena" "Abyssocucumis liouvillei" 0.81 0.15 "2D"
"2498" "Iphimediella  cyclogena" "Psolus dubiosus" 0.81 0.085 "2D"
"2499" "Iphimediella  cyclogena" "Psolus charcoti" 0.81 0.062 "2D"
"2500" "Iphimediella  cyclogena" "Psolus antarcticus" 0.81 0.085 "2D"
"2501" "Iphimediella  cyclogena" "Echinopsolus acanthocola" 0.81 0.0081 "2D"
"2502" "Iphimediella  cyclogena" "Ekmocucumis turqueti turqueti" 0.81 19 "2D"
"2503" "Iphimediella  cyclogena" "Taeniogyrus contortus" 0.81 0.085 "2D"
"2504" "Paraceradocus gibber" "Actinocyclus actinochilus" 6.4 4.06e-11 "2D"
"2505" "Paraceradocus gibber" "Actinocyclus spiritus" 6.4 1.64e-11 "2D"
"2506" "Paraceradocus gibber" "Actinocyclus utricularis" 6.4 4.01e-12 "2D"
"2507" "Paraceradocus gibber" "Azpeitia tabularis" 6.4 1.14e-11 "2D"
"2508" "Paraceradocus gibber" "Banquisia belgicae" 6.4 4.01e-12 "2D"
"2509" "Paraceradocus gibber" "Chaetoceros bulbosum" 6.4 6.04e-13 "2D"
"2510" "Paraceradocus gibber" "Chaetoceros concavicornis" 6.4 4.01e-12 "2D"
"2511" "Paraceradocus gibber" "Chaetoceros criophilum" 6.4 4.01e-12 "2D"
"2512" "Paraceradocus gibber" "Chaetoceros dichaeta" 6.4 6.04e-13 "2D"
"2513" "Paraceradocus gibber" "Chaetoceros flexuosum" 6.4 1.67e-12 "2D"
"2514" "Paraceradocus gibber" "Chaetoceros neglectum" 6.4 9.11e-14 "2D"
"2515" "Paraceradocus gibber" "Chaetoceros pelagicus" 6.4 6.04e-13 "2D"
"2516" "Paraceradocus gibber" "Chaetoceros socialis" 6.4 1.71e-13 "3D"
"2517" "Paraceradocus gibber" "Corethron criophilum" 6.4 4.01e-12 "2D"
"2518" "Paraceradocus gibber" "Coscinodiscus oculoides" 6.4 1.59e-09 "2D"
"2519" "Paraceradocus gibber" "Cylindrotheca closterium" 6.4 4.89e-11 "3D"
"2520" "Paraceradocus gibber" "Eucampia antarctica" 6.4 7.29e-12 "2D"
"2521" "Paraceradocus gibber" "Fragilariopsis curta" 6.4 9.11e-14 "2D"
"2522" "Paraceradocus gibber" "Fragilariopsis cylindrus" 6.4 1.53e-14 "2D"
"2523" "Paraceradocus gibber" "Fragilariopsis kerguelensis" 6.4 3.29e-13 "2D"
"2524" "Paraceradocus gibber" "Fragilariopsis linearis" 6.4 4.53e-13 "2D"
"2525" "Paraceradocus gibber" "Fragilariopsis nana" 6.4 4.53e-13 "2D"
"2526" "Paraceradocus gibber" "Fragilariopsis obliquecostata" 6.4 4.53e-13 "2D"
"2527" "Paraceradocus gibber" "Fragilariopsis pseudonana" 6.4 9.11e-14 "2D"
"2528" "Paraceradocus gibber" "Fragilariopsis rhombica" 6.4 4.53e-13 "2D"
"2529" "Paraceradocus gibber" "Fragilariopsis ritscheri" 6.4 4.53e-13 "2D"
"2530" "Paraceradocus gibber" "Fragilariopsis separanda" 6.4 6.04e-13 "2D"
"2531" "Paraceradocus gibber" "Fragilariopsis sublinearis" 6.4 1.5e-13 "2D"
"2532" "Paraceradocus gibber" "Fragilariopsis vanheurckii" 6.4 9.11e-14 "2D"
"2533" "Paraceradocus gibber" "Manguinea fusiformis" 6.4 1.97e-10 "2D"
"2534" "Paraceradocus gibber" "Manguinea rigida" 6.4 9.1e-12 "2D"
"2535" "Paraceradocus gibber" "Navicula glaciei" 6.4 2.26e-14 "2D"
"2536" "Paraceradocus gibber" "Navicula schefterae" 6.4 2.26e-14 "2D"
"2537" "Paraceradocus gibber" "Nitzschia kerguelensis" 6.4 5.73e-12 "2D"
"2538" "Paraceradocus gibber" "Nitzschia lecointei" 6.4 4.63e-11 "2D"
"2539" "Paraceradocus gibber" "Nitzschia neglecta" 6.4 9.11e-14 "2D"
"2540" "Paraceradocus gibber" "Odontella weissflogii" 6.4 5.73e-12 "2D"
"2541" "Paraceradocus gibber" "Porosira glacialis" 6.4 2.94e-11 "2D"
"2542" "Paraceradocus gibber" "Porosira pseudodenticulata" 6.4 9.81e-11 "2D"
"2543" "Paraceradocus gibber" "Proboscia alata" 6.4 1.51e-12 "2D"
"2544" "Paraceradocus gibber" "Proboscia inermi" 6.4 9.94e-13 "2D"
"2545" "Paraceradocus gibber" "Proboscia truncata" 6.4 1.21e-11 "2D"
"2546" "Paraceradocus gibber" "Pseudo-Nitzschia heimii" 6.4 1.77e-10 "2D"
"2547" "Paraceradocus gibber" "Pseudo-Nitzschia liniola" 6.4 8.13e-10 "2D"
"2548" "Paraceradocus gibber" "Pseudo-Nitzschia prolongatoides" 6.4 3.74e-12 "2D"
"2549" "Paraceradocus gibber" "Pseudo-Nitzschia subcurvata" 6.4 2.22e-10 "2D"
"2550" "Paraceradocus gibber" "Rhizosolenia antennata" 6.4 7.78e-12 "2D"
"2551" "Paraceradocus gibber" "Stellarima microtrias" 6.4 1.01e-10 "2D"
"2552" "Paraceradocus gibber" "Thalassiosira antarctica" 6.4 1.14e-11 "3D"
"2553" "Paraceradocus gibber" "Thalassiosira australis" 6.4 2.57e-12 "2D"
"2554" "Paraceradocus gibber" "Thalassiosira frenguelliopsis" 6.4 3.54e-12 "2D"
"2555" "Paraceradocus gibber" "Thalassiosira gracilis" 6.4 2.57e-12 "2D"
"2556" "Paraceradocus gibber" "Thalassiosira gracilis expecta" 6.4 1.92e-11 "2D"
"2557" "Paraceradocus gibber" "Thalassiosira gravida" 6.4 5.2e-12 "2D"
"2558" "Paraceradocus gibber" "Thalassiosira lentiginosa" 6.4 6.35e-11 "2D"
"2559" "Paraceradocus gibber" "Thalassiosira ritscheri" 6.4 6.44e-11 "2D"
"2560" "Paraceradocus gibber" "Thalassiosira trifulta" 6.4 5.87e-12 "2D"
"2561" "Paraceradocus gibber" "Thalassiosira tumida" 6.4 6.54e-11 "2D"
"2562" "Paraceradocus gibber" "Trichotoxon reinboldii" 6.4 2.71e-13 "2D"
"2563" "Paraceradocus gibber" "Ampelisca richardsoni" 6.4 0.81 "2D"
"2564" "Paraceradocus gibber" "Abyssorchomene rossi" 6.4 1.9 "3D"
"2565" "Paraceradocus gibber" "Abyssorchomene plebs" 6.4 0.47 "3D"
"2566" "Paraceradocus gibber" "Abyssorchomene nodimanus" 6.4 0.24 "3D"
"2567" "Paraceradocus gibber" "Eusirus antarcticus" 6.4 0.14 "3D"
"2568" "Paraceradocus gibber" "Eusirus perdentatus" 6.4 19 "3D"
"2569" "Paraceradocus gibber" "Alexandrella mixta" 6.4 1.3 "2D"
"2570" "Paraceradocus gibber" "Tryphosella murrayi" 6.4 1.3 "3D"
"2571" "Paraceradocus gibber" "Waldeckia obesa" 6.4 1.3 "3D"
"2572" "Paraceradocus gibber" "Parschisturella ceruviata" 6.4 0.32 "2D"
"2573" "Paraceradocus gibber" "Paramoera walkeri" 6.4 0.73 "2D"
"2574" "Paraceradocus gibber" "Epimeriella walkeri" 6.4 0.73 "3D"
"2575" "Paraceradocus gibber" "Cyllopus lucasii" 6.4 0.32 "3D"
"2576" "Paraceradocus gibber" "Hyperiella dilatata" 6.4 0.0057 "3D"
"2577" "Paraceradocus gibber" "Vibilia antarctica" 6.4 0.00011 "3D"
"2578" "Paraceradocus gibber" "Vibilia stebbingi" 6.4 0.00011 "3D"
"2579" "Paraceradocus gibber" "Hyperia macrocephala" 6.4 0.42 "3D"
"2580" "Paraceradocus gibber" "Epimeria similis" 6.4 3.7 "3D"
"2581" "Paraceradocus gibber" "Epimeria robusta" 6.4 1.9 "3D"
"2582" "Paraceradocus gibber" "Epimeria macrodonta" 6.4 1.3 "3D"
"2583" "Paraceradocus gibber" "Epimeria rubrieques" 6.4 10 "3D"
"2584" "Paraceradocus gibber" "Epimeria georgiana" 6.4 1.9 "3D"
"2585" "Paraceradocus gibber" "Melphidippa antarctica" 6.4 0.47 "3D"
"2586" "Paraceradocus gibber" "Oediceroides emarginatus" 6.4 6.4 "3D"
"2587" "Paraceradocus gibber" "Oediceroides calmani" 6.4 0.81 "3D"
"2588" "Paraceradocus gibber" "Maxilliphimedia longipes" 6.4 0.81 "2D"
"2589" "Paraceradocus gibber" "Gnathiphimedia mandibularis" 6.4 3.7 "2D"
"2590" "Paraceradocus gibber" "Echiniphimedia hodgsoni" 6.4 1.9 "2D"
"2591" "Paraceradocus gibber" "Iphimediella  cyclogena" 6.4 0.81 "2D"
"2592" "Paraceradocus gibber" "Paraceradocus gibber" 6.4 6.4 "3D"
"2593" "Paraceradocus gibber" "Liljeborgia georgiana" 6.4 0.59 "3D"
"2594" "Paraceradocus gibber" "Momoculodes scabriculosus" 6.4 0.47 "2D"
"2595" "Paraceradocus gibber" "Uristes gigas" 6.4 0.59 "3D"
"2596" "Paraceradocus gibber" "Eurythenes gryllus" 6.4 50 "3D"
"2597" "Paraceradocus gibber" "Bathypanoploea schellenbergi" 6.4 3.7 "3D"
"2598" "Paraceradocus gibber" "Pseudorchomene coatsi" 6.4 0.47 "2D"
"2599" "Paraceradocus gibber" "Heterophoxus videns" 6.4 0.031 "3D"
"2600" "Paraceradocus gibber" "Haplocheira plumosa" 6.4 0.031 "2D"
"2601" "Paraceradocus gibber" "Oradarea edentata" 6.4 0.031 "2D"
"2602" "Paraceradocus gibber" "Djerboa furcipes" 6.4 0.031 "2D"
"2603" "Paraceradocus gibber" "Rhachotropis antarctica" 6.4 0.18 "3D"
"2604" "Paraceradocus gibber" "Themisto gaudichaudii" 6.4 0.12 "3D"
"2605" "Paraceradocus gibber" "Primno macropa" 6.4 0.24 "3D"
"2606" "Paraceradocus gibber" "Phytodetritus" 6.4 -999 "2D"
"2607" "Liljeborgia georgiana" "Euphausia crystallorophias" 0.59 1.2 "3D"
"2608" "Liljeborgia georgiana" "Euphausia frigida" 0.59 0.17 "3D"
"2609" "Liljeborgia georgiana" "Thysanoessa macrura" 0.59 0.15 "3D"
"2610" "Liljeborgia georgiana" "Euphausia superba" 0.59 5.5 "3D"
"2611" "Liljeborgia georgiana" "Ampelisca richardsoni" 0.59 0.81 "2D"
"2612" "Liljeborgia georgiana" "Abyssorchomene rossi" 0.59 1.9 "3D"
"2613" "Liljeborgia georgiana" "Abyssorchomene plebs" 0.59 0.47 "3D"
"2614" "Liljeborgia georgiana" "Abyssorchomene nodimanus" 0.59 0.24 "3D"
"2615" "Liljeborgia georgiana" "Eusirus antarcticus" 0.59 0.14 "3D"
"2616" "Liljeborgia georgiana" "Eusirus perdentatus" 0.59 19 "3D"
"2617" "Liljeborgia georgiana" "Alexandrella mixta" 0.59 1.3 "2D"
"2618" "Liljeborgia georgiana" "Tryphosella murrayi" 0.59 1.3 "3D"
"2619" "Liljeborgia georgiana" "Waldeckia obesa" 0.59 1.3 "3D"
"2620" "Liljeborgia georgiana" "Parschisturella ceruviata" 0.59 0.32 "2D"
"2621" "Liljeborgia georgiana" "Paramoera walkeri" 0.59 0.73 "2D"
"2622" "Liljeborgia georgiana" "Epimeriella walkeri" 0.59 0.73 "3D"
"2623" "Liljeborgia georgiana" "Cyllopus lucasii" 0.59 0.32 "3D"
"2624" "Liljeborgia georgiana" "Hyperiella dilatata" 0.59 0.0057 "3D"
"2625" "Liljeborgia georgiana" "Vibilia antarctica" 0.59 0.00011 "3D"
"2626" "Liljeborgia georgiana" "Vibilia stebbingi" 0.59 0.00011 "3D"
"2627" "Liljeborgia georgiana" "Hyperia macrocephala" 0.59 0.42 "3D"
"2628" "Liljeborgia georgiana" "Epimeria similis" 0.59 3.7 "3D"
"2629" "Liljeborgia georgiana" "Epimeria robusta" 0.59 1.9 "3D"
"2630" "Liljeborgia georgiana" "Epimeria macrodonta" 0.59 1.3 "3D"
"2631" "Liljeborgia georgiana" "Epimeria rubrieques" 0.59 10 "3D"
"2632" "Liljeborgia georgiana" "Epimeria georgiana" 0.59 1.9 "3D"
"2633" "Liljeborgia georgiana" "Melphidippa antarctica" 0.59 0.47 "3D"
"2634" "Liljeborgia georgiana" "Oediceroides emarginatus" 0.59 6.4 "3D"
"2635" "Liljeborgia georgiana" "Oediceroides calmani" 0.59 0.81 "3D"
"2636" "Liljeborgia georgiana" "Maxilliphimedia longipes" 0.59 0.81 "2D"
"2637" "Liljeborgia georgiana" "Gnathiphimedia mandibularis" 0.59 3.7 "2D"
"2638" "Liljeborgia georgiana" "Echiniphimedia hodgsoni" 0.59 1.9 "2D"
"2639" "Liljeborgia georgiana" "Iphimediella  cyclogena" 0.59 0.81 "2D"
"2640" "Liljeborgia georgiana" "Paraceradocus gibber" 0.59 6.4 "3D"
"2641" "Liljeborgia georgiana" "Liljeborgia georgiana" 0.59 0.59 "3D"
"2642" "Liljeborgia georgiana" "Momoculodes scabriculosus" 0.59 0.47 "2D"
"2643" "Liljeborgia georgiana" "Uristes gigas" 0.59 0.59 "3D"
"2644" "Liljeborgia georgiana" "Eurythenes gryllus" 0.59 50 "3D"
"2645" "Liljeborgia georgiana" "Bathypanoploea schellenbergi" 0.59 3.7 "3D"
"2646" "Liljeborgia georgiana" "Pseudorchomene coatsi" 0.59 0.47 "2D"
"2647" "Liljeborgia georgiana" "Heterophoxus videns" 0.59 0.031 "3D"
"2648" "Liljeborgia georgiana" "Haplocheira plumosa" 0.59 0.031 "2D"
"2649" "Liljeborgia georgiana" "Oradarea edentata" 0.59 0.031 "2D"
"2650" "Liljeborgia georgiana" "Djerboa furcipes" 0.59 0.031 "2D"
"2651" "Liljeborgia georgiana" "Rhachotropis antarctica" 0.59 0.18 "3D"
"2652" "Liljeborgia georgiana" "Themisto gaudichaudii" 0.59 0.12 "3D"
"2653" "Liljeborgia georgiana" "Primno macropa" 0.59 0.24 "3D"
"2654" "Liljeborgia georgiana" "Rhincalanus gigas" 0.59 0.02 "3D"
"2655" "Liljeborgia georgiana" "Calanus propinquus" 0.59 0.0057 "3D"
"2656" "Liljeborgia georgiana" "Calanoides acutus" 0.59 0.0055 "3D"
"2657" "Liljeborgia georgiana" "Metridia gerlachei" 0.59 0.0023 "3D"
"2658" "Liljeborgia georgiana" "Paraeuchaeta antarctica" 0.59 0.0081 "3D"
"2659" "Liljeborgia georgiana" "Eunoe spica" 0.59 4.2 "2D"
"2660" "Liljeborgia georgiana" "Eucranta mollis" 0.59 4.7 "2D"
"2661" "Liljeborgia georgiana" "Primnoisis antarctica" 0.59 1.5 "2D"
"2662" "Liljeborgia georgiana" "Gersemia antarctica" 0.59 5800 "2D"
"2663" "Liljeborgia georgiana" "Clavularia frankiliana" 0.59 0.085 "2D"
"2664" "Liljeborgia georgiana" "Primnoella" 0.59 0.13 "2D"
"2665" "Liljeborgia georgiana" "Ainigmaptilon antarcticus" 0.59 0.13 "2D"
"2666" "Liljeborgia georgiana" "Armadillogorgia cyathella" 0.59 0.13 "2D"
"2667" "Liljeborgia georgiana" "Alcyonium antarcticum" 0.59 0.13 "2D"
"2668" "Liljeborgia georgiana" "Anthomastus bathyproctus" 0.59 1.3 "2D"
"2669" "Liljeborgia georgiana" "Cinachyra antarctica" 0.59 0.18 "2D"
"2670" "Liljeborgia georgiana" "Cinachyra barbata" 0.59 0.18 "2D"
"2671" "Liljeborgia georgiana" "Bathydorus spinosus" 0.59 1.2 "2D"
"2672" "Liljeborgia georgiana" "Iophon radiatus" 0.59 2.3 "2D"
"2673" "Liljeborgia georgiana" "Kirkpatrickia variolosa" 0.59 45 "2D"
"2674" "Liljeborgia georgiana" "Rossella racovitzae" 0.59 45 "2D"
"2675" "Liljeborgia georgiana" "Stylocordyla borealis" 0.59 45 "2D"
"2676" "Liljeborgia georgiana" "Homaxinella balfourensis" 0.59 2.3 "2D"
"2677" "Liljeborgia georgiana" "Scolymastra joubini" 0.59 720 "2D"
"2678" "Liljeborgia georgiana" "Latrunculia apicalis" 0.59 1 "2D"
"2679" "Liljeborgia georgiana" "Latrunculia brevis" 0.59 1 "2D"
"2680" "Liljeborgia georgiana" "Tetilla leptoderma" 0.59 30 "2D"
"2681" "Liljeborgia georgiana" "Haliclona dancoi" 0.59 5.6 "2D"
"2682" "Liljeborgia georgiana" "Mycale acerata" 0.59 12 "2D"
"2683" "Liljeborgia georgiana" "Rossella antarctica" 0.59 12 "2D"
"2684" "Liljeborgia georgiana" "Rossella tarenja" 0.59 12 "2D"
"2685" "Liljeborgia georgiana" "Haliclona tenella" 0.59 5.6 "2D"
"2686" "Liljeborgia georgiana" "Clathria pauper" 0.59 2.3 "2D"
"2687" "Liljeborgia georgiana" "Calyx arcuarius" 0.59 2.3 "2D"
"2688" "Liljeborgia georgiana" "Isodyctia toxophila" 0.59 5.6 "2D"
"2689" "Liljeborgia georgiana" "Isodyctia cavicornuta" 0.59 5.6 "2D"
"2690" "Liljeborgia georgiana" "Isodyctia steifera" 0.59 5.6 "2D"
"2691" "Liljeborgia georgiana" "Axociella nidificata" 0.59 6.5 "2D"
"2692" "Liljeborgia georgiana" "Rossella nuda" 0.59 300 "2D"
"2693" "Liljeborgia georgiana" "Tentorium papillatum" 0.59 5.6 "2D"
"2694" "Liljeborgia georgiana" "Tentorium semisuberites" 0.59 5.6 "2D"
"2695" "Liljeborgia georgiana" "Tedania oxeata" 0.59 5.6 "2D"
"2696" "Liljeborgia georgiana" "Tedania tantulata" 0.59 5.6 "2D"
"2697" "Liljeborgia georgiana" "Tedania vanhoeffeni" 0.59 5.6 "2D"
"2698" "Liljeborgia georgiana" "Phorbas areolatus" 0.59 1.2 "2D"
"2699" "Liljeborgia georgiana" "Phorbas glaberrima" 0.59 1.2 "2D"
"2700" "Liljeborgia georgiana" "Polymastia invaginata" 0.59 0.92 "2D"
"2701" "Liljeborgia georgiana" "Polymastia isidis" 0.59 0.92 "2D"
"2702" "Liljeborgia georgiana" "Anoxycalyx joubini" 0.59 720 "2D"
"2703" "Momoculodes scabriculosus" "Phytodetritus" 0.47 -999 "2D"
"2704" "Uristes gigas" "Actinocyclus actinochilus" 0.59 4.06e-11 "2D"
"2705" "Uristes gigas" "Actinocyclus spiritus" 0.59 1.64e-11 "2D"
"2706" "Uristes gigas" "Actinocyclus utricularis" 0.59 4.01e-12 "2D"
"2707" "Uristes gigas" "Azpeitia tabularis" 0.59 1.14e-11 "2D"
"2708" "Uristes gigas" "Banquisia belgicae" 0.59 4.01e-12 "2D"
"2709" "Uristes gigas" "Chaetoceros bulbosum" 0.59 6.04e-13 "2D"
"2710" "Uristes gigas" "Chaetoceros concavicornis" 0.59 4.01e-12 "2D"
"2711" "Uristes gigas" "Chaetoceros criophilum" 0.59 4.01e-12 "2D"
"2712" "Uristes gigas" "Chaetoceros dichaeta" 0.59 6.04e-13 "2D"
"2713" "Uristes gigas" "Chaetoceros flexuosum" 0.59 1.67e-12 "2D"
"2714" "Uristes gigas" "Chaetoceros neglectum" 0.59 9.11e-14 "2D"
"2715" "Uristes gigas" "Chaetoceros pelagicus" 0.59 6.04e-13 "2D"
"2716" "Uristes gigas" "Chaetoceros socialis" 0.59 1.71e-13 "3D"
"2717" "Uristes gigas" "Corethron criophilum" 0.59 4.01e-12 "2D"
"2718" "Uristes gigas" "Coscinodiscus oculoides" 0.59 1.59e-09 "2D"
"2719" "Uristes gigas" "Cylindrotheca closterium" 0.59 4.89e-11 "3D"
"2720" "Uristes gigas" "Eucampia antarctica" 0.59 7.29e-12 "2D"
"2721" "Uristes gigas" "Fragilariopsis curta" 0.59 9.11e-14 "2D"
"2722" "Uristes gigas" "Fragilariopsis cylindrus" 0.59 1.53e-14 "2D"
"2723" "Uristes gigas" "Fragilariopsis kerguelensis" 0.59 3.29e-13 "2D"
"2724" "Uristes gigas" "Fragilariopsis linearis" 0.59 4.53e-13 "2D"
"2725" "Uristes gigas" "Fragilariopsis nana" 0.59 4.53e-13 "2D"
"2726" "Uristes gigas" "Fragilariopsis obliquecostata" 0.59 4.53e-13 "2D"
"2727" "Uristes gigas" "Fragilariopsis pseudonana" 0.59 9.11e-14 "2D"
"2728" "Uristes gigas" "Fragilariopsis rhombica" 0.59 4.53e-13 "2D"
"2729" "Uristes gigas" "Fragilariopsis ritscheri" 0.59 4.53e-13 "2D"
"2730" "Uristes gigas" "Fragilariopsis separanda" 0.59 6.04e-13 "2D"
"2731" "Uristes gigas" "Fragilariopsis sublinearis" 0.59 1.5e-13 "2D"
"2732" "Uristes gigas" "Fragilariopsis vanheurckii" 0.59 9.11e-14 "2D"
"2733" "Uristes gigas" "Manguinea fusiformis" 0.59 1.97e-10 "2D"
"2734" "Uristes gigas" "Manguinea rigida" 0.59 9.1e-12 "2D"
"2735" "Uristes gigas" "Navicula glaciei" 0.59 2.26e-14 "2D"
"2736" "Uristes gigas" "Navicula schefterae" 0.59 2.26e-14 "2D"
"2737" "Uristes gigas" "Nitzschia kerguelensis" 0.59 5.73e-12 "2D"
"2738" "Uristes gigas" "Nitzschia lecointei" 0.59 4.63e-11 "2D"
"2739" "Uristes gigas" "Nitzschia neglecta" 0.59 9.11e-14 "2D"
"2740" "Uristes gigas" "Odontella weissflogii" 0.59 5.73e-12 "2D"
"2741" "Uristes gigas" "Porosira glacialis" 0.59 2.94e-11 "2D"
"2742" "Uristes gigas" "Porosira pseudodenticulata" 0.59 9.81e-11 "2D"
"2743" "Uristes gigas" "Proboscia alata" 0.59 1.51e-12 "2D"
"2744" "Uristes gigas" "Proboscia inermi" 0.59 9.94e-13 "2D"
"2745" "Uristes gigas" "Proboscia truncata" 0.59 1.21e-11 "2D"
"2746" "Uristes gigas" "Pseudo-Nitzschia heimii" 0.59 1.77e-10 "2D"
"2747" "Uristes gigas" "Pseudo-Nitzschia liniola" 0.59 8.13e-10 "2D"
"2748" "Uristes gigas" "Pseudo-Nitzschia prolongatoides" 0.59 3.74e-12 "2D"
"2749" "Uristes gigas" "Pseudo-Nitzschia subcurvata" 0.59 2.22e-10 "2D"
"2750" "Uristes gigas" "Rhizosolenia antennata" 0.59 7.78e-12 "2D"
"2751" "Uristes gigas" "Stellarima microtrias" 0.59 1.01e-10 "2D"
"2752" "Uristes gigas" "Thalassiosira antarctica" 0.59 1.14e-11 "3D"
"2753" "Uristes gigas" "Thalassiosira australis" 0.59 2.57e-12 "2D"
"2754" "Uristes gigas" "Thalassiosira frenguelliopsis" 0.59 3.54e-12 "2D"
"2755" "Uristes gigas" "Thalassiosira gracilis" 0.59 2.57e-12 "2D"
"2756" "Uristes gigas" "Thalassiosira gracilis expecta" 0.59 1.92e-11 "2D"
"2757" "Uristes gigas" "Thalassiosira gravida" 0.59 5.2e-12 "2D"
"2758" "Uristes gigas" "Thalassiosira lentiginosa" 0.59 6.35e-11 "2D"
